#,"English
{[@2#1~en~0@]}","Chinese (Simplified)
{[@2#1~zh-Hans~0@]}","Import Status 
"1478
{[@1#8383#39677#36383089@]}",Minimum blades up:,最低开启叶片数量：," 
{[@3#@]}"," 
{[@3#@]}",
"1479
{[@1#8383#39677#36383090@]}",HA state action:,HA 状态操作：," 
{[@3#@]}"," 
{[@3#@]}",
"1480
{[@1#8383#39677#36383091@]}",Minimum blades up enabled:,已启用最低开启叶片数量：," 
{[@3#@]}"," 
{[@3#@]}",
"1481
{[@1#8383#39677#36383092@]}",Force Offline,强制脱机," 
{[@3#@]}"," 
{[@3#@]}",
"1482
{[@1#8383#39677#36383093@]}",Default Boot,默认启动," 
{[@3#@]}"," 
{[@3#@]}",
"1483
{[@1#8383#39677#36383094@]}",Installed Images Detail,已安装映像详细信息," 
{[@3#@]}"," 
{[@3#@]}",
"1484
{[@1#8383#39677#36383095@]}",Install Status,安装状态," 
{[@3#@]}"," 
{[@3#@]}",
"1485
{[@1#8383#39677#36383096@]}","The server will reboot immediately, do you want to proceed?",服务器将立即重启，是否继续？," 
{[@3#@]}"," 
{[@3#@]}",
"1486
{[@1#8383#39677#36383097@]}",Cluster IP Configure,集群 IP 配置," 
{[@3#@]}"," 
{[@3#@]}",
"1487
{[@1#8383#39677#36383098@]}",Canceling this operation removes all content on the destination volume and halts the installation process.,取消此操作将从目标卷移除所有内容并中止安装进程。," 
{[@3#@]}"," 
{[@3#@]}",
"1487-2
{[@1#8383#39677#36394359@]}","Click OK to halt the process, or Cancel to resume the installation operation.",单击“确认”以中止进程，或单击“取消”恢复安装操作。," 
{[@3#@]}"," 
{[@3#@]}",
"1488
{[@1#8383#39677#36383099@]}",Peers,对等," 
{[@3#@]}"," 
{[@3#@]}",
"1489
{[@1#8383#39677#36383100@]}",Peer Management Address,对等管理地址," 
{[@3#@]}"," 
{[@3#@]}",
"1490
{[@1#8383#39677#36383101@]}",Management Address,管理地址," 
{[@3#@]}"," 
{[@3#@]}",
"1491
{[@1#8383#39677#36383102@]}",Alternate Management Address,备用管理地址," 
{[@3#@]}"," 
{[@3#@]}",
"1492
{[@1#8383#39677#36383103@]}",Slot Management Address,插槽管理地址," 
{[@3#@]}"," 
{[@3#@]}",
"1493
{[@1#8383#39677#36383104@]}",Slot Alternate Address,插槽备用地址," 
{[@3#@]}"," 
{[@3#@]}",
"1494
{[@1#8383#39677#36383105@]}",LIND,LIND," 
{[@3#@]}"," 
{[@3#@]}",
"1495
{[@1#8383#39677#36383106@]}",CSYNCD,CSYNCD," 
{[@3#@]}"," 
{[@3#@]}",
"1496
{[@1#8383#39677#36383107@]}",CLUSTERD,CLUSTERD," 
{[@3#@]}"," 
{[@3#@]}",
"1497
{[@1#8383#39677#36383108@]}",Host 400-level BOM,主机 400 级 BOM," 
{[@3#@]}"," 
{[@3#@]}",
"1498
{[@1#8383#39677#36383109@]}",Chassis 400-level BOM,机箱 400 级 BOM," 
{[@3#@]}"," 
{[@3#@]}",
"1499
{[@1#8383#39677#36383110@]}",Mezzanine 400-level BOM,夹层 400 级 BOM," 
{[@3#@]}"," 
{[@3#@]}",
"1500
{[@1#8383#39677#36383111@]}",Cluster Member IP Address,集群成员 IP 地址," 
{[@3#@]}"," 
{[@3#@]}",
"1501
{[@1#8383#39677#36383112@]}",Alternate Cluster Member IP Address,备用集群成员 IP 地址," 
{[@3#@]}"," 
{[@3#@]}",
"1502
{[@1#8383#39677#36383113@]}",Primary Member,主成员," 
{[@3#@]}"," 
{[@3#@]}",
"1503
{[@1#8383#39677#36383114@]}",Mirroring Address,镜像地址," 
{[@3#@]}"," 
{[@3#@]}",
"1504
{[@1#8383#39677#36383115@]}",Alternate Mirroring Address,备用镜像地址," 
{[@3#@]}"," 
{[@3#@]}",
"1505
{[@1#8383#39677#36383116@]}",Activate,激活," 
{[@3#@]}"," 
{[@3#@]}",
"1506
{[@1#8383#39677#36383117@]}",Abort/Back,中止/返回," 
{[@3#@]}"," 
{[@3#@]}",
"1507
{[@1#8383#39677#36383118@]}",Enter Address,输入地址," 
{[@3#@]}"," 
{[@3#@]}",
"1508
{[@1#8383#39677#36383119@]}",TMM,TMM," 
{[@3#@]}"," 
{[@3#@]}",
"1509
{[@1#8383#39677#36383120@]}",Identity,识别," 
{[@3#@]}"," 
{[@3#@]}",
"1510
{[@1#8383#39677#36383121@]}",Capability,容量," 
{[@3#@]}"," 
{[@3#@]}",
"1511
{[@1#8383#39677#36383122@]}",Discovered,已发现," 
{[@3#@]}"," 
{[@3#@]}",
"1512
{[@1#8383#39677#36383123@]}",Configure,配置," 
{[@3#@]}"," 
{[@3#@]}",
"1513
{[@1#8383#39677#36383124@]}",Configured,已配置," 
{[@3#@]}"," 
{[@3#@]}",
"1514
{[@1#8383#39677#36383125@]}",Volume Management,卷管理," 
{[@3#@]}"," 
{[@3#@]}",
"1515
{[@1#8383#39677#36383126@]}",Media,媒体," 
{[@3#@]}"," 
{[@3#@]}",
"1516
{[@1#8383#39677#36383127@]}",Properties and Operations,属性和操作," 
{[@3#@]}"," 
{[@3#@]}",
"1517
{[@1#8383#39677#36383128@]}",This will cause the BIG-IP to reboot.,这将导致 BIG-IP 重启。," 
{[@3#@]}"," 
{[@3#@]}",
"1518
{[@1#8383#39677#36383129@]}",This will cause this blade to reboot.,这将导致叶片重启。," 
{[@3#@]}"," 
{[@3#@]}",
"1519
{[@1#8383#39677#36383130@]}",This will force the BIG-IP into an Offline state.,这将强制 BIG-IP 进入脱机状态。," 
{[@3#@]}"," 
{[@3#@]}",
"1520
{[@1#8383#39677#36383131@]}",This will release the BIG-IP from being forced Offline.,这将使 BIG-IP 从强制脱机状态释放。," 
{[@3#@]}"," 
{[@3#@]}",
"1521
{[@1#8383#39677#36383132@]}",Image Available,可用映像," 
{[@3#@]}"," 
{[@3#@]}",
"1522
{[@1#8383#39677#36383133@]}",Client Traffic Classifiers,客户端流量分类器," 
{[@3#@]}"," 
{[@3#@]}",
"1523
{[@1#8383#39677#36383134@]}",Referenced,已参考," 
{[@3#@]}"," 
{[@3#@]}",
"1524
{[@1#8383#39677#36383135@]}",Last Update Date,上一次更新日期," 
{[@3#@]}"," 
{[@3#@]}",
"1525
{[@1#8383#39677#36383136@]}",Boot Location,启动位置," 
{[@3#@]}"," 
{[@3#@]}",
"1526
{[@1#8383#39677#36383137@]}",Last Modified,上一次修改," 
{[@3#@]}"," 
{[@3#@]}",
"1527
{[@1#8383#39677#36383138@]}",Image Size,映像大小," 
{[@3#@]}"," 
{[@3#@]}",
"1528
{[@1#8383#39677#36383139@]}",Image Source,映像源," 
{[@3#@]}"," 
{[@3#@]}",
"1529
{[@1#8383#39677#36383140@]}",Host,主机," 
{[@3#@]}"," 
{[@3#@]}",
"1530
{[@1#8383#39677#36383141@]}",Local,本地," 
{[@3#@]}"," 
{[@3#@]}",
"1531
{[@1#8383#39677#36383142@]}",BIG-IP Image Verified,BIG-IP 映像已验证," 
{[@3#@]}"," 
{[@3#@]}",
"1532
{[@1#8383#39677#36383143@]}",Bypass,避开," 
{[@3#@]}"," 
{[@3#@]}",
"1533
{[@1#8383#39677#36383144@]}",Consume,耗用," 
{[@3#@]}"," 
{[@3#@]}",
"1534
{[@1#8383#39677#36383145@]}",Policy Enforcement,策略执行," 
{[@3#@]}"," 
{[@3#@]}",
"1535
{[@1#8383#39677#36383146@]}",Diameter Endpoint,Diameter 端点," 
{[@3#@]}"," 
{[@3#@]}",
"1536
{[@1#8383#39677#36383147@]}",PEM Profiles,PEM 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1537
{[@1#8383#39677#36383148@]}",Diameter Endpoint Profiles,Diameter 端点概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1538
{[@1#8383#39677#36383149@]}",Category,类别," 
{[@3#@]}"," 
{[@3#@]}",
"1539
{[@1#8383#39677#36383150@]}",# of Applications,# 应用," 
{[@3#@]}"," 
{[@3#@]}",
"1540
{[@1#8383#39677#36383151@]}",PEM Policy,PEM 策略," 
{[@3#@]}"," 
{[@3#@]}",
"1541
{[@1#8383#39677#36383152@]}",Forwarding Endpoint,转发端点," 
{[@3#@]}"," 
{[@3#@]}",
"1542
{[@1#8383#39677#36383153@]}",Forwarding,转发," 
{[@3#@]}"," 
{[@3#@]}",
"1543
{[@1#8383#39677#36383154@]}",New Policy...,新建策略...," 
{[@3#@]}"," 
{[@3#@]}",
"1544
{[@1#8383#39677#36383155@]}",New Rule...,新建规则...," 
{[@3#@]}"," 
{[@3#@]}",
"1545
{[@1#8383#39677#36383156@]}",CRLDP Server Profile,CRLDP 服务器概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1546
{[@1#8383#39677#36383157@]}",RADIUS Server Profile,RADIUS 服务器概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1547
{[@1#8383#39677#36383158@]}",OSCP Responders Profile,OSCP 响应程序概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1548
{[@1#8383#39677#36383159@]}",Request Log Profile,请求日志概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1549
{[@1#8383#39677#36383160@]}",Cluster Master,主集群," 
{[@3#@]}"," 
{[@3#@]}",
"1550
{[@1#8383#39677#36383161@]}",HA State,HA 状态," 
{[@3#@]}"," 
{[@3#@]}",
"1551
{[@1#8383#39677#36383162@]}",DNS Protocol,DNS 协议," 
{[@3#@]}"," 
{[@3#@]}",
"1552
{[@1#8383#39677#36383163@]}",DoS,DoS," 
{[@3#@]}"," 
{[@3#@]}",
"1553
{[@1#8383#39677#36383164@]}",Bot Defense,Bot 防御," 
{[@3#@]}"," 
{[@3#@]}",
"1554
{[@1#8383#39677#36383165@]}",Firewall,防火墙," 
{[@3#@]}"," 
{[@3#@]}",
"1555
{[@1#8383#39677#36383166@]}",IP Intelligence,IP 智能," 
{[@3#@]}"," 
{[@3#@]}",
"1556
{[@1#8383#39677#36383167@]}",Black List Class,黑名单类别," 
{[@3#@]}"," 
{[@3#@]}",
"1557
{[@1#8383#39677#36383168@]}",Security Profiles,安全概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1558
{[@1#8383#39677#36383169@]}",Profiles Assignment,概要文件分配," 
{[@3#@]}"," 
{[@3#@]}",
"1559
{[@1#8383#39677#36383170@]}",Appliance Mode,设备模式," 
{[@3#@]}"," 
{[@3#@]}",
"1560
{[@1#8383#39677#36383171@]}",Log Settings,日志设置," 
{[@3#@]}"," 
{[@3#@]}",
"1561
{[@1#8383#39677#36383172@]}",Algorithm,算法," 
{[@3#@]}"," 
{[@3#@]}",
"1562
{[@1#8383#39677#36383173@]}",Secret,私密," 
{[@3#@]}"," 
{[@3#@]}",
"1563
{[@1#8383#39677#36383174@]}",Explicit Proxy,显式代理," 
{[@3#@]}"," 
{[@3#@]}",
"1564
{[@1#8383#39677#36383175@]}",FIX,修复," 
{[@3#@]}"," 
{[@3#@]}",
"1565
{[@1#8383#39677#36383176@]}",User Agent,用户代理程序," 
{[@3#@]}"," 
{[@3#@]}",
"1566
{[@1#8383#39677#36383177@]}",DHCPv4,DHCPv4," 
{[@3#@]}"," 
{[@3#@]}",
"1567
{[@1#8383#39677#36383178@]}",DHCPv4 Profiles,DHCPv4 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1568
{[@1#8383#39677#36383179@]}",DHCPv6,DHCPv6," 
{[@3#@]}"," 
{[@3#@]}",
"1569
{[@1#8383#39677#36383180@]}",DHCP Profile,DHCP 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1570
{[@1#8383#39677#36383181@]}",DHCPv6 Profiles,DHCPv6 概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1571
{[@1#8383#39677#36383182@]}",Service Check Date Expiration,服务检查日期过期," 
{[@3#@]}"," 
{[@3#@]}",
"1572
{[@1#8383#39677#36383183@]}",Unable to add peer.,无法添加同级。," 
{[@3#@]}"," 
{[@3#@]}",
"1572-2
{[@1#8383#39677#36394360@]}",The device %0 does not have a ConfigSync address set.,设备 %0 尚未设置 ConfigSync 地址。," 
{[@3#@]}"," 
{[@3#@]}",
"1572-3
{[@1#8383#39677#36394361@]}",Update the ConfigSync address for the device,为设备更新 ConfigSync 地址," 
{[@3#@]}"," 
{[@3#@]}",
"1573
{[@1#8383#39677#36383184@]}",Unable to add peer.,无法添加同级。," 
{[@3#@]}"," 
{[@3#@]}",
"1573-2
{[@1#8383#39677#36394362@]}",This device does not have a ConfigSync address set.,该设备尚未设置 ConfigSync 地址。," 
{[@3#@]}"," 
{[@3#@]}",
"1573-3
{[@1#8383#39677#36394363@]}","Update the <a href=""/tmui/Control/jspmap/tmui/devmgmt/device/configsync.jsp?name=%0"" style=""color:","为此设备更新<a href=""/tmui/Control/jspmap/tmui/devmgmt/device/configsync.jsp?name=%0"" style=""color:"," 
{[@3#@]}"," 
{[@3#@]}",
"1573-4
{[@1#8383#39677#36394364@]}","#00008B;"">ConfigSync address</a> for this device","#00008B;"">ConfigSync 地址</a>"," 
{[@3#@]}"," 
{[@3#@]}",
"1574
{[@1#8383#39677#36383185@]}",Unable to add peer.,无法添加同级。," 
{[@3#@]}"," 
{[@3#@]}",
"1574-2
{[@1#8383#39677#36394365@]}",This device version does not match the remote one.,此设备版本与远程设备版本不匹配。," 
{[@3#@]}"," 
{[@3#@]}",
"1574-3
{[@1#8383#39677#36394366@]}","Update the <a href=""/tmui/Control/jspmap/tmui/system/sw_updates/software_list.jsp"" style=""color:","为此设备更新<a href=""/tmui/Control/jspmap/tmui/system/sw_updates/software_list.jsp"" style=""color:"," 
{[@3#@]}"," 
{[@3#@]}",
"1574-4
{[@1#8383#39677#36394367@]}","#00008B;"">software version</a> for this device","#00008B;"">软件版本</a>"," 
{[@3#@]}"," 
{[@3#@]}",
"1575
{[@1#8383#39677#36383186@]}",Unable to add peer.,无法添加同级。," 
{[@3#@]}"," 
{[@3#@]}",
"1575-2
{[@1#8383#39677#36394368@]}",This device time or time zone does not match the remote one.,此设备时间或时区与远程设备时间或时区不匹配。," 
{[@3#@]}"," 
{[@3#@]}",
"1575-3
{[@1#8383#39677#36394369@]}","Update the <a href=""/tmui/Control/jspmap/tmui/system/setup/platform.jsp"" style=""color: #00008B;"">time zone</a> for this device","为此设备更新<a href=""/tmui/Control/jspmap/tmui/system/setup/platform.jsp"" style=""color:#00008B;"">时区</a>"," 
{[@3#@]}"," 
{[@3#@]}",
"1576
{[@1#8383#39677#36383187@]}",(Unlicensed),（未经许可）," 
{[@3#@]}"," 
{[@3#@]}",
"1577
{[@1#8383#39677#36383188@]}",Warning: Unlicensed Configuration,警告：未经许可的配置," 
{[@3#@]}"," 
{[@3#@]}",
"1578
{[@1#8383#39677#36383189@]}",This page has unlicensed fields and allows configuration but does not take effect in the system.,此页面存在未经许可的字段，其可允许配置，但不会在系统中生效。," 
{[@3#@]}"," 
{[@3#@]}",
"1579
{[@1#8383#39677#36383190@]}",The Unlicensed fields allow configuration on this page but does not take effect in the system.,未经许可的字段允许在此页面进行配置，但其配置不会在系统中生效。," 
{[@3#@]}"," 
{[@3#@]}",
"1580
{[@1#8383#39677#36383191@]}",This feature is not enabled by the current license.,当前许可证不允许此功能。," 
{[@3#@]}"," 
{[@3#@]}",
"1581
{[@1#8383#39677#36383192@]}",Session Type,会话类型," 
{[@3#@]}"," 
{[@3#@]}",
"1582
{[@1#8383#39677#36383193@]}",Profile Name,概要文件名称," 
{[@3#@]}"," 
{[@3#@]}",
"1583
{[@1#8383#39677#36383194@]}",APM,APM," 
{[@3#@]}"," 
{[@3#@]}",
"1584
{[@1#8383#39677#36383195@]}",Subscriber,订阅者," 
{[@3#@]}"," 
{[@3#@]}",
"1585
{[@1#8383#39677#36383196@]}",Subscriber Management,订阅者管理," 
{[@3#@]}"," 
{[@3#@]}",
"1586
{[@1#8383#39677#36383197@]}",Subscriber Management Profile,订阅者管理概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1587
{[@1#8383#39677#36383198@]}",Subscriber Management Profiles,订阅者管理概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1588
{[@1#8383#39677#36383199@]}",SplitSession Client Profile,SplitSession 客户端概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1589
{[@1#8383#39677#36383200@]}",SplitSession Client,SplitSession 客户端," 
{[@3#@]}"," 
{[@3#@]}",
"1590
{[@1#8383#39677#36383201@]}",SplitSession Client,SplitSession 客户端," 
{[@3#@]}"," 
{[@3#@]}",
"1591
{[@1#8383#39677#36383202@]}",SplitSession Server Profile,SplitSession 服务器概要文件," 
{[@3#@]}"," 
{[@3#@]}",
"1592
{[@1#8383#39677#36383203@]}",SplitSession Server,SplitSession 服务器," 
{[@3#@]}"," 
{[@3#@]}",
"1593
{[@1#8383#39677#36383204@]}",SplitSession Server,SplitSession 服务器," 
{[@3#@]}"," 
{[@3#@]}",
"1594
{[@1#8383#39677#36383205@]}",(unassigned),（未指派）," 
{[@3#@]}"," 
{[@3#@]}",
"1595
{[@1#8383#39677#36383206@]}",(auto),（自动）," 
{[@3#@]}"," 
{[@3#@]}",
"1596
{[@1#8383#39677#36383207@]}",bool,bool," 
{[@3#@]}"," 
{[@3#@]}",
"1597
{[@1#8383#39677#36383208@]}",char,char," 
{[@3#@]}"," 
{[@3#@]}",
"1598
{[@1#8383#39677#36383209@]}",short,short," 
{[@3#@]}"," 
{[@3#@]}",
"1599
{[@1#8383#39677#36383210@]}",int,int," 
{[@3#@]}"," 
{[@3#@]}",
"1600
{[@1#8383#39677#36383211@]}",long,long," 
{[@3#@]}"," 
{[@3#@]}",
"1601
{[@1#8383#39677#36383212@]}",float,float," 
{[@3#@]}"," 
{[@3#@]}",
"1602
{[@1#8383#39677#36383213@]}",double,double," 
{[@3#@]}"," 
{[@3#@]}",
"1603
{[@1#8383#39677#36383214@]}",string,string," 
{[@3#@]}"," 
{[@3#@]}",
"1604
{[@1#8383#39677#36383215@]}",Archive File,归档文件," 
{[@3#@]}"," 
{[@3#@]}",
"1605
{[@1#8383#39677#36383216@]}",Archives,归档," 
{[@3#@]}"," 
{[@3#@]}",
"1606
{[@1#8383#39677#36383217@]}",Archive List,归档列表," 
{[@3#@]}"," 
{[@3#@]}",
"1607
{[@1#8383#39677#36383218@]}",Delete this archive,删除此归档," 
{[@3#@]}"," 
{[@3#@]}",
"1608
{[@1#8383#39677#36383219@]}",New Archive...,新建归档...," 
{[@3#@]}"," 
{[@3#@]}",
"1609
{[@1#8383#39677#36383220@]}",Overwrite existing archive file,覆盖现有归档文件," 
{[@3#@]}"," 
{[@3#@]}",
"1610
{[@1#8383#39677#36383221@]}",Upload Configuration Archives,上传配置归档," 
{[@3#@]}"," 
{[@3#@]}",
"1611
{[@1#8383#39677#36383222@]}",Size (Kbytes),大小（千字节）," 
{[@3#@]}"," 
{[@3#@]}",
"1612
{[@1#8383#39677#36383223@]}",Compatibility Check,兼容性检查," 
{[@3#@]}"," 
{[@3#@]}",
"1613
{[@1#8383#39677#36383224@]}",Compatibility Details,兼容性详细信息," 
{[@3#@]}"," 
{[@3#@]}",
"1614
{[@1#8383#39677#36383225@]}",Compatibility Summary,兼容性摘要," 
{[@3#@]}"," 
{[@3#@]}",
"1615
{[@1#8383#39677#36383226@]}",Tested and approved,已测试并批准," 
{[@3#@]}"," 
{[@3#@]}",
"1616
{[@1#8383#39677#36383227@]}",Untested or approved with minor issues,未经测试或已批准，但存在轻微问题," 
{[@3#@]}"," 
{[@3#@]}",
"1617
{[@1#8383#39677#36383228@]}",Not compatible,不兼容," 
{[@3#@]}"," 
{[@3#@]}",
"1618
{[@1#8383#39677#36383229@]}",Platform,平台," 
{[@3#@]}"," 
{[@3#@]}",
"1619
{[@1#8383#39677#36383230@]}",Browser Type,浏览器类型," 
{[@3#@]}"," 
{[@3#@]}",
"1620
{[@1#8383#39677#36383231@]}",Browser Version,浏览器版本," 
{[@3#@]}"," 
{[@3#@]}",
"1621
{[@1#8383#39677#36383232@]}",JavaScript Version,JavaScript 版本," 
{[@3#@]}"," 
{[@3#@]}",
"1622
{[@1#8383#39677#36383233@]}",Screen Resolution,屏幕分辨率," 
{[@3#@]}"," 
{[@3#@]}",
"1623
{[@1#8383#39677#36383234@]}",Color Depth,颜色深度," 
{[@3#@]}"," 
{[@3#@]}",
"1624
{[@1#8383#39677#36383235@]}",Cookie Support,Cookie 支持," 
{[@3#@]}"," 
{[@3#@]}",
"1625
{[@1#8383#39677#36383236@]}",Cookies not supported / enabled,不支持/未启用 Cookie," 
{[@3#@]}"," 
{[@3#@]}",
"1626
{[@1#8383#39677#36383237@]}",Cookies supported / enabled,支持/已启用 Cookie," 
{[@3#@]}"," 
{[@3#@]}",
"1627
{[@1#8383#39677#36383238@]}",JavaScript not supported / enabled,不支持/未启用 JavaScript," 
{[@3#@]}"," 
{[@3#@]}",
"1628
{[@1#8383#39677#36383239@]}",Unable to detect,无法检测," 
{[@3#@]}"," 
{[@3#@]}",
"1629
{[@1#8383#39677#36383240@]}",No records to display.,无要显示的记录。," 
{[@3#@]}"," 
{[@3#@]}",
"1630
{[@1#8383#39677#36383241@]}",Too many records to display.,记录太多，无法完全显示。," 
{[@3#@]}"," 
{[@3#@]}",
"1630-2
{[@1#8383#39677#36394370@]}",Please choose a filter and/or enter search criteria.,请选择筛选器，和/或输入搜索条件。," 
{[@3#@]}"," 
{[@3#@]}",
"1631
{[@1#8383#39677#36383242@]}",Too many records to display.,记录太多，无法完全显示。," 
{[@3#@]}"," 
{[@3#@]}",
"1631-2
{[@1#8383#39677#36394371@]}",Please enter search criteria.,请输入搜索条件。," 
{[@3#@]}"," 
{[@3#@]}",
"1632
{[@1#8383#39677#36383243@]}",Reseting the databases will clear out all history for these graphs.,重置数据库会清除这些图表的全部历史记录。," 
{[@3#@]}"," 
{[@3#@]}",
"1632-2
{[@1#8383#39677#36394372@]}",Reset?,是否重置？," 
{[@3#@]}"," 
{[@3#@]}",
"1633
{[@1#8383#39677#36383244@]}",This item can not be deleted.,该项目不能删除。," 
{[@3#@]}"," 
{[@3#@]}",
"1634
{[@1#8383#39677#36383245@]}",This item can not be deleted because it is the default route domain of the active partition.,该项目是活动分区的默认路由域，因此不能删除。," 
{[@3#@]}"," 
{[@3#@]}",
"1635
{[@1#8383#39677#36383246@]}",This item can not be disabled.,该项目不能禁用。," 
{[@3#@]}"," 
{[@3#@]}",
"1636
{[@1#8383#39677#36383247@]}",Delete Items?,是否删除项目？," 
{[@3#@]}"," 
{[@3#@]}",
"1637
{[@1#8383#39677#36383248@]}",Please review the list of items below and confirm that you wish to delete them.,请查看以下项目列表，确认您要将其删除。," 
{[@3#@]}"," 
{[@3#@]}",
"1638
{[@1#8383#39677#36383249@]}",Please wait while page data is being collected.,正在收集页面数据，请稍候。," 
{[@3#@]}"," 
{[@3#@]}",
"1639
{[@1#8383#39677#36383250@]}",Are you sure you want to reboot this device?,确定要重启此设备？," 
{[@3#@]}"," 
{[@3#@]}",
"1640
{[@1#8383#39677#36383251@]}",Are you sure you want to reboot this chassis?,确定要重启此机箱？," 
{[@3#@]}"," 
{[@3#@]}",
"1641
{[@1#8383#39677#36383252@]}",Are you sure you want to reboot this blade?,确定要重启此叶片？," 
{[@3#@]}"," 
{[@3#@]}",
"1642
{[@1#8383#39677#36383253@]}",Show All,显示全部," 
{[@3#@]}"," 
{[@3#@]}",
"1643
{[@1#8383#39677#36383254@]}",Layer 2 Cache Aging Time,2 层缓存老化时间," 
{[@3#@]}"," 
{[@3#@]}",
"1644
{[@1#8383#39677#36383255@]}",Share Single MAC Address,分享单个 MAC 地址," 
{[@3#@]}"," 
{[@3#@]}",
"1645
{[@1#8383#39677#36383256@]}",Memory Restart Percent,内存重启百分比," 
{[@3#@]}"," 
{[@3#@]}",
"1646
{[@1#8383#39677#36383257@]}",Accept...,接受...," 
{[@3#@]}"," 
{[@3#@]}",
"1647
{[@1#8383#39677#36383258@]}",Add...,添加...," 
{[@3#@]}"," 
{[@3#@]}",
"1648
{[@1#8383#39677#36383259@]}",Add,添加," 
{[@3#@]}"," 
{[@3#@]}",
"1649
{[@1#8383#39677#36383260@]}",Archive...,归档...," 
{[@3#@]}"," 
{[@3#@]}",
"1650
{[@1#8383#39677#36383261@]}",Back,返回," 
{[@3#@]}"," 
{[@3#@]}",
"1651
{[@1#8383#39677#36383262@]}",Backup...,备份...," 
{[@3#@]}"," 
{[@3#@]}",
"1652
{[@1#8383#39677#36383263@]}",<< Back,<< 返回," 
{[@3#@]}"," 
{[@3#@]}",
"1653
{[@1#8383#39677#36383264@]}",Cancel,取消," 
{[@3#@]}"," 
{[@3#@]}",
"1654
{[@1#8383#39677#36383265@]}",Change Order...,更改顺序...," 
{[@3#@]}"," 
{[@3#@]}",
"1655
{[@1#8383#39677#36383266@]}",Clone,复制," 
{[@3#@]}"," 
{[@3#@]}",
"1656
{[@1#8383#39677#36383267@]}",Clear All Statistics,清除所有统计信息," 
{[@3#@]}"," 
{[@3#@]}",
"1657
{[@1#8383#39677#36383268@]}",Clear Cache,清除缓存," 
{[@3#@]}"," 
{[@3#@]}",
"1658
{[@1#8383#39677#36383269@]}",Clear Profile Statistics,清除概要文件统计信息," 
{[@3#@]}"," 
{[@3#@]}",
"1659
{[@1#8383#39677#36383270@]}",Clear Signature/Checksum,清除签名/检查和," 
{[@3#@]}"," 
{[@3#@]}",
"1660
{[@1#8383#39677#36383271@]}",Clear Statistics,清除统计信息," 
{[@3#@]}"," 
{[@3#@]}",
"1661
{[@1#8383#39677#36383272@]}",Copy...,复制...," 
{[@3#@]}"," 
{[@3#@]}",
"1662
{[@1#8383#39677#36383273@]}",Commonly Used Policies,常用策略," 
{[@3#@]}"," 
{[@3#@]}",
"1663
{[@1#8383#39677#36383274@]}",Configure...,配置...," 
{[@3#@]}"," 
{[@3#@]}",
"1664
{[@1#8383#39677#36383275@]}",Continue,继续," 
{[@3#@]}"," 
{[@3#@]}",
"1665
{[@1#8383#39677#36383276@]}",Create...,创建...," 
{[@3#@]}"," 
{[@3#@]}",
"1666
{[@1#8383#39677#36383277@]}",Create,创建," 
{[@3#@]}"," 
{[@3#@]}",
"1667
{[@1#8383#39677#36383278@]}",Decline,拒绝," 
{[@3#@]}"," 
{[@3#@]}",
"1668
{[@1#8383#39677#36383279@]}",Delete...,删除...," 
{[@3#@]}"," 
{[@3#@]}",
"1669
{[@1#8383#39677#36383280@]}",Delete,删除," 
{[@3#@]}"," 
{[@3#@]}",
"1670
{[@1#8383#39677#36383281@]}",Disable,禁用," 
{[@3#@]}"," 
{[@3#@]}",
"1671
{[@1#8383#39677#36383282@]}",Force Offline,强制脱机," 
{[@3#@]}"," 
{[@3#@]}",
"1672
{[@1#8383#39677#36383283@]}",DisableTraffic,DisableTraffic," 
{[@3#@]}"," 
{[@3#@]}",
"1673
{[@1#8383#39677#36383284@]}",Down,向下," 
{[@3#@]}"," 
{[@3#@]}",
"1674
{[@1#8383#39677#36383285@]}",Edit...,编辑...," 
{[@3#@]}"," 
{[@3#@]}",
"1675
{[@1#8383#39677#36383286@]}",Edit,编辑," 
{[@3#@]}"," 
{[@3#@]}",
"1676
{[@1#8383#39677#36383287@]}",Enable,启用," 
{[@3#@]}"," 
{[@3#@]}",
"1677
{[@1#8383#39677#36383288@]}",EnableTraffic,EnableTraffic," 
{[@3#@]}"," 
{[@3#@]}",
"1678
{[@1#8383#39677#36383289@]}",Exclude,排除," 
{[@3#@]}"," 
{[@3#@]}",
"1679
{[@1#8383#39677#36383290@]}",Excluded,已排除," 
{[@3#@]}"," 
{[@3#@]}",
"1680
{[@1#8383#39677#36383291@]}",Expand All Rows,展开所有行," 
{[@3#@]}"," 
{[@3#@]}",
"1681
{[@1#8383#39677#36383292@]}",Export...,导出...," 
{[@3#@]}"," 
{[@3#@]}",
